	round	batch	sent_id	disagree	neutral	agree	sentence
0	1	0	t0	0.003105450195522259	0.28563435884823446	0.7112601909562432	Warmer-than-normal sea surface temperatures are a key player in the development of hurricanes such as Katrina and superstorm Sandy, which hit the U.S. east coast in 2011.
1	1	0	t1	0.0008302056361343423	0.9980063975192688	0.0011633968445967954	We will continue to rely in part on fossil fuels while we transition to a low-carbon economy .
2	1	0	t10	0.0008023981446615251	0.9980234171311791	0.0011741847241593588	The actual rise in sea levels measured only 1.2 millimeters instead of the previously accepted 1.6 to 1.9 millimeters.
3	1	0	t11	0.9976949697899089	0.0011344188607863613	0.0011706113493046674	Claims of global warming have been greatly exaggerated.
4	1	0	t12	0.031351103813383345	0.9656868130722747	0.002962083114341958	The Intergovernmental Panel on Climate Change should be clearer on how it draws conclusions from the body of research it assesses when gauging the impacts of global warming.
5	1	0	t13	0.5354619451184495	0.40059144742859126	0.06394660745295935	Evidence now leans against global warming resulting from human-related greenhouse gas emissions.
6	1	0	t14	0.710993018190865	0.28449050205941195	0.004516479749723095	Flooding has been going on forever.
7	1	0	t15	0.0017036630845652435	0.024960260186493898	0.9733360767289408	Simply reducing emissions will not sufficiently limit global warming.
8	1	0	t16	0.0519086521947938	0.5602386435422999	0.38785270426290636	Climate deniers blame global warming on aliens from outer space.
9	1	0	t17	0.19941705771025892	0.3228847327148652	0.47769820957487585	Global warming is inevitably going to be, at best, managed .
10	1	0	t18	0.0007999830946563441	0.9980163086159662	0.0011837082893774813	Some parts of the world the world, such as the coast of California, saw sea levels fall.
11	1	0	t19	0.003269908081387638	0.6605137467174642	0.33621634520114807	If carbon dioxide emissions continue to rise beyond 2020, or even remain level, the temperature goals set in Paris become almost unattainable.
12	1	0	t2	0.977475263868039	0.02011462809364048	0.0024101080383205284	The study is one more example that you can get any answer you want when the thermometer data errors are larger than the global warming signal you are looking for.
13	1	0	t20	0.002645802336411186	0.12808418844350372	0.869270009220085	Millions more people around the world are threatened by river floods in coming decades due to climate change.
14	1	0	t21	0.0019036628933231895	0.961539560835788	0.036556776270888866	45 % of the general public view perceived global warming as caused by humans.
15	1	0	t22	0.0033187811177468	0.4833476699297798	0.5133335489524735	Two billion people may be displaced by rising sea levels by the turn of the next century.
16	1	0	t23	0.0007301524785511409	0.0010333697081722716	0.9982364778132766	Global warming is real and threatening.
17	1	0	t24	0.0016252992764506059	0.02411735559205444	0.974257345131495	There is a danger that we can get used to global warming.
18	1	0	t25	0.0030861805264383634	0.2514520658167363	0.7454617536568253	Doing so will be central for getting global warming under control.
19	1	0	t26	0.0007200413568176869	0.001037952766601097	0.9982420058765812	Global sea-level rise is both undeniable and consequential.
20	1	0	t27	0.9976607745916813	0.0011709504837784216	0.0011682749245403056	Global warming isn’t happening.
21	1	0	t28	0.0033176383469177826	0.6850937359382979	0.3115886257147842	Carbon dioxide will hit another record high in 201.
22	1	0	t29	0.0007786820991051308	0.9980769097238453	0.0011444081770496369	You now have a global marketplace for clean energy that is stable and accelerating.
23	1	0	t3	0.10274485104827859	0.8935228536715711	0.0037322952801503322	Fighting global warming, the stated purpose of AB32, is a loser with California voters.
24	1	0	t4	0.0026193711417882935	0.8783328355164881	0.11904779334172347	Four in ten Americans (40%) have personally experienced the effects of global warming.
25	1	0	t5	0.03690441139822336	0.9602024223253142	0.0028931662764624605	Fossil fuels will be used for the foreseeable future.
26	1	0	t6	0.00248513457543695	0.10472949087928489	0.8927853745452782	Humans have a role and therefore as a matter of prudence we ought to have less carbon loading of the atmosphere.
27	1	0	t7	0.8659362921748048	0.13025094826160577	0.0038127595635894474	The global warming has become a new religion.
28	1	0	t8	0.9766796687753521	0.020900471852360106	0.0024198593722878216	The global warming crowd can’t get any crazier.
29	1	0	t9	0.0025484994839782733	0.13351483096354	0.8639366695524816	Global warming is mainly caused by human activity.
30	1	1	t0	0.003266759886861088	0.5890499716919282	0.4076832684212108	Across the entire Arctic, forests are burning at a rate unseen in at least 10,000 years.
31	1	1	t1	0.001229123346364872	0.00647577964437412	0.992295097009261	Tackling climate change will be the greatest global health opportunity of the 21st century .
32	1	1	t10	0.0007715970906517147	0.0012071869541565063	0.9980212159551918	Putting a price on carbon dioxide emissions would be central for getting global warming under control.
33	1	1	t11	0.0022384407165717485	0.05235803872554073	0.9454035205578875	Humans are causing global warming.
34	1	1	t12	0.9643325012734867	0.03368414636719598	0.001983352359317274	There’s no sign of global warming hurting productivity yet.
35	1	1	t13	0.0026440220980772965	0.10870892563125327	0.8886470522706695	The net effect will be a general and global warming of the earth.
36	1	1	t14	0.9942531836601328	0.001609753884574379	0.0041370624552928125	There is no scientific proof that human emissions of carbon dioxide (CO2) are the dominant cause of the minor warming of the Earth’s atmosphere over the past 100 years.
37	1	1	t15	0.0034456401568254817	0.45515060005393404	0.5414037597892405	The West Antarctic Ice Sheet is going to go unstable.
38	1	1	t16	0.003313726043955995	0.5371424369893415	0.4595438369667025	The West Antarctic ice sheet could disappear in as little as 1,000 years.
39	1	1	t17	0.9981654167222708	0.0010326584237667822	0.000801924853962374	The data isn’t lining up with the Church of Global Warming.
40	1	1	t18	0.0029868903457536547	0.759106060491605	0.2379070491626414	A modest carbon tax could pay for all of this work at a fraction the cost of a cap on emissions of greenhouse gases, the approach pursued by Europe under the Kyoto Protocol (and rejected in the United States).
41	1	1	t19	0.9660695654322254	0.010665089630819092	0.023265344936955524	I am hoping that the scientists and politicians who have been blindly demonizing carbon dioxide for 37 years will one day open their eyes and look at the evidence.
42	1	1	t2	0.027831762437694602	0.7811550400429155	0.19101319751938997	The world is in the midst of only the third global coral bleaching event ever recorded.
43	1	1	t20	0.003402778821125899	0.31372276805917965	0.6828744531196944	The level of carbon dioxide in the atmosphere has never been higher.
44	1	1	t21	0.051513821417090336	0.9309095872059182	0.0175765913769914	The earth’s cattle population actually produces more carbon dioxide than automobiles, planes, and all other forms of transport combined.
45	1	1	t22	0.1185072473026293	0.8791305074704943	0.0023622452268764966	There would n’t be much need for emission limits, cap and trade or carbon taxes.
46	1	1	t23	0.9981369381655549	0.0010559441913616952	0.0008071176430833418	Climate alarmists’ve got it wrong on global warming.
47	1	1	t24	0.002221346893924051	0.905375454458599	0.09240319864747691	For-profit carbon project developers work with landowners to qualify large forests for credits.
48	1	1	t25	0.6131910194449077	0.34731049406185427	0.039498486493238	By now there should have been global warming equivalent to 2.8 degrees / century.
49	1	1	t26	0.04717167265096942	0.8284405569052469	0.1243877704437837	Climate change models predict a 15 year period of global cooling.
50	1	1	t27	0.9610785858859335	0.03684184097074968	0.0020795731433167278	Data on how sea levels are rising, relied upon by the United Nations, is adjusted upward in “ arbitrary ” ways.
51	1	1	t28	0.0004617943609550347	0.999026333576533	0.0005118720625118593	At that time, the scientific community had just launched the first satellites that provided images of the sea-ice cover from space.
52	1	1	t29	0.0014204906690210531	0.9772110888504393	0.021368420480539715	Air travel produces far more carbon emissions than train travel.
53	1	1	t3	0.0013009040571148754	0.006778983360028445	0.9919201125828567	The increase in extreme flood likelihood will occur prior to reaching 73-percent urbanization because of changes in climate.
54	1	1	t4	0.0004526999279330021	0.9990385485303016	0.000508751541765338	The study used real-world data to show what actually happened during floods, instead of relying on a model of what “should” happen.
55	1	1	t5	0.6178623188610435	0.3787926073814513	0.0033450737575051706	Global warming is occurring more slowly than computer models forecast a decade ago.
56	1	1	t6	0.0013054800991876877	0.006794522571596561	0.9918999973292157	It is thought that the hazardous waste would stay buried and frozen forever beneath the Greenland Ice Sheet, but climate change is warming the Arctic and causing portions of the ice sheet to melt.
57	1	1	t7	0.0007670871546221709	0.0011599235788514197	0.9980729892665264	Human emissions of greenhouse gases are causing global warming.
58	1	1	t8	0.0007926973227200965	0.0011797471024334258	0.9980275555748465	The impacts of long-term global warming are already being felt in coastal flooding, heat waves, intense precipitation and ecosystem change.
59	1	1	t9	0.059808114701068664	0.3122475786338833	0.6279443066650481	The value of a global push to limit the human contribution to warming exceeds the economic value of abundant fossil energy.
60	1	2	t0	0.004134649220319444	0.22877828864456684	0.7670870621351137	Global warming is not expected to end anytime soon.
61	1	2	t1	0.0037902465815800924	0.854835016425379	0.1413747369930409	Hopefully, now that scientists are aware of this discrepancy this discrepancy, this discrepancy can be addressed in future models of disappearing ice.
62	1	2	t10	0.0026834805892495058	0.959653677860176	0.037662841550574526	A clear switch away from fossil fuels is now on the cards.
63	1	2	t11	0.0006090952273415424	0.0004117133791771626	0.9989791913934813	Human-caused global warming threatens to undermine the past 50 years of gains in public health.
64	1	2	t12	0.0023367156744911444	0.9697199931893513	0.02794329113615753	The science of anthropogenic global warming is settled.
65	1	2	t13	0.004685561558869437	0.5183710113118949	0.4769434271292356	This work bolsters the view of scientists who’ve been calling for a conservation strategy for polar bears and other ice-dependent species focused on areas of the Arctic where sea ice is projected to endure well into this greenhouse-heated era.
66	1	2	t14	0.00395823186159078	0.8351605964345922	0.1608811717038171	In the very act of inventing tools to improve the environment, we will come closer to understanding our place on the planet, as well as in a global society of creatures like ourselves.
67	1	2	t15	0.0047490774284690155	0.509881106753202	0.48536981581832916	Since 1978, the winter Arctic ice cap has shrunk by 12 percent per decade.
68	1	2	t16	0.000636925875647853	0.00040924578824552964	0.9989538283361066	Climate change has the potential to set back global health.
69	1	2	t17	0.004452878099641429	0.2835393995750347	0.7120077223253239	They are too pessimistic about the chances of limiting global warming.
70	1	2	t18	0.9913970856756337	0.007230964868162377	0.001371949456203944	Global temperature increases have been far, far less than doomsday computer models predicted – about three times smaller.
71	1	2	t19	0.8697470514691804	0.12449972721664634	0.005753221314173305	Global warming may be occurring more slowly than earlier thought, and that previous climate models may have been on the hot side.
72	1	2	t2	0.0007972649192681395	0.0008834648489670448	0.9983192702317647	Recent global warming is not only manmade but dangerous.
73	1	2	t20	0.0031552689359308343	0.9215552501398263	0.07528948092424285	Global sea levels have risen approximately 8 inches over the past century, with sea-level rises getting higher in some parts of the globe.
74	1	2	t21	0.004362350343219437	0.7314661605531398	0.26417148910364074	This agreement sends a powerful signal that the world is fully committed to a low-carbon future.
75	1	2	t22	0.1955678213140698	0.7970463970364582	0.007385781649472032	People do not focus as much on 2 degrees energy increases in temperatures or increases in sea levels rising.
76	1	2	t23	0.0007829635708597494	0.0008626690410278634	0.9983543673881123	Global warming is really such a big deal.
77	1	2	t24	0.0009403624989082488	0.9979748585977523	0.0010847789033395323	China had released about 900 million metric tons more carbon dioxide from 2011 to 201.
78	1	2	t25	0.0041016830402863975	0.1808926772173863	0.8150056397423273	Rapid warming in the Arctic could upset these deposits, melting them and freeing the gas.
79	1	2	t26	0.002852386738707168	0.9433916497525594	0.05375596350873357	Fossil fuel emissions hit an all-time high in 2017 as carbon dioxide emissions surged for the first time in three years.
80	1	2	t27	0.0006254757920059447	0.000421643789932081	0.998952880418062	Global warming will harm Americans.
81	1	2	t28	0.007860687592152289	0.21017044111412816	0.7819688712937195	Reducing carbon will slow the global warming that is attributed to greenhouse gases.
82	1	2	t29	0.004943949564013421	0.039123241489848325	0.9559328089461383	Human activity has increased carbon dioxide emissions and affected the climate.
83	1	2	t3	0.003337968815647218	0.008903626537890471	0.9877584046464623	If the media put global warming front and center on nightly newscasts and front pages and homepages, people would line up to fight the climate crisis.
84	1	2	t4	0.0692710167063194	0.6478855011483895	0.28284348214529104	Terrestrial ecosystems play a significant role in the global carbon cycle and offset a large fraction of anthropogenic CO2 emissions.
85	1	2	t5	0.001540554961892523	0.007872775039392408	0.990586669998715	Carbon pollution is like putting the Earth on an escalator of rising temperatures, with natural variation such as El Nino or the cooling effect of volcanoes like hopping up or down a step or two on that escalator.
